,Episodes,Loss
0,1.0,7248.764282528093
1,2.0,4018.2462488175315
2,3.0,3606.497674697218
3,4.0,3606.497674697218
4,5.0,3633.259638395193
5,6.0,3598.514122381028
6,7.0,3598.514122381028
7,8.0,3272.719628892391
8,9.0,2585.772020046422
9,10.0,2585.772020046422
10,11.0,2415.548804598905
11,12.0,2415.548804598905
12,13.0,2415.548804598905
13,14.0,2415.548804598905
14,15.0,2415.548804598905
15,16.0,2415.548804598905
16,17.0,2415.548804598905
17,18.0,2415.548804598905
18,19.0,2415.548804598905
19,20.0,2403.0595645028243
20,21.0,2403.0595645028243
21,22.0,2403.0595645028243
22,23.0,2403.0595645028243
23,24.0,2402.9135069780727
24,25.0,2402.9135069780727
25,26.0,2402.851118059149
26,27.0,2402.851118059149
27,28.0,2402.824192573811
28,29.0,2402.824192573811
29,30.0,2402.8125249909413
30,31.0,2398.703726934582
31,32.0,2398.70209783342
32,33.0,2397.217546972085
33,34.0,2397.217546972085
34,35.0,2397.217546972085
35,36.0,2397.217546972085
36,37.0,2397.217546972085
37,38.0,2397.217546972085
38,39.0,2397.217546972085
39,40.0,2397.217546972085
40,41.0,2397.2175468785895
41,42.0,2397.2175463167023
42,43.0,2397.208993721597
43,44.0,2397.208993721597
44,45.0,2397.208993711471
45,46.0,2397.208993711471
46,47.0,2397.208993706422
47,48.0,2397.208993704071
48,49.0,2397.208993704071
49,50.0,2397.2089937027504
50,51.0,2397.208993701673
51,52.0,2397.2080623713223
52,53.0,2397.2080623713223
53,54.0,2397.2080623713223
54,55.0,2397.2080623201346
55,56.0,2397.2080623201346
56,57.0,2397.2080622976746
57,58.0,2397.2080622976746
58,59.0,2397.2080622864432
59,60.0,2397.2080622804187
60,61.0,2397.2080622804187
61,62.0,2397.208062277441
62,63.0,2397.208062275916
63,64.0,2397.208062275916
64,65.0,2397.2080622762373
65,66.0,2397.208062275916
