,Episodes,Loss
0,1.0,5033.026719194586
1,2.0,5033.026719194586
2,3.0,3977.187672900933
3,4.0,3957.61804233523
4,5.0,3864.9284780912153
5,6.0,3736.333125403042
6,7.0,3736.333125403042
7,8.0,3682.4475022154743
8,9.0,3682.4475022154743
9,10.0,3716.5783812646087
10,11.0,3680.1147785883945
11,12.0,3680.1147785883945
12,13.0,3654.4187912020852
13,14.0,3753.6861892299544
14,15.0,3665.8175661248456
15,16.0,3656.563470068332
16,17.0,3652.404002315199
17,18.0,3649.9266371030217
18,19.0,3646.8178252968105
19,20.0,3646.8178252968105
20,21.0,3744.935888771061
21,22.0,3661.013207587934
22,23.0,3644.085265680813
23,24.0,3646.901434350696
24,25.0,3642.0924136247427
25,26.0,3764.074709625058
26,27.0,3639.8821320726834
27,28.0,3678.7470125794857
28,29.0,3627.9587879010205
29,30.0,3629.9750811583654
30,31.0,3627.130614720084
31,32.0,3633.349988183142
32,33.0,3627.0830700365173
33,34.0,3627.0388561537993
34,35.0,3634.082947430424
35,36.0,3627.0388561537993
36,37.0,3627.0388561537993
37,38.0,3682.0878877828522
38,39.0,3708.744294859303
39,40.0,3634.067049853879
40,41.0,3627.0262557970245
41,42.0,3627.0138635466083
42,43.0,3634.3942572088804
43,44.0,3627.0111413607247
44,45.0,3627.008251095069
45,46.0,3634.558640848495
46,47.0,3627.007507441936
47,48.0,3627.0068414246484
48,49.0,3626.9170165462024
49,50.0,3626.916841791545
50,51.0,3626.9166677160283
51,52.0,3634.612434382934
52,53.0,3626.9166244710764
53,54.0,3626.9165813096115
54,55.0,3634.6397459030763
55,56.0,3626.916570553731
56,57.0,1929.4201187083845
57,58.0,1929.4201187083845
58,59.0,1593.8526886435159
59,60.0,1593.8526886435159
60,61.0,1589.8985747105924
61,62.0,1582.2733219242855
62,63.0,1587.0384845249407
63,64.0,1586.459264744482
64,65.0,1590.8084868291965
65,66.0,1582.2733219261313
66,67.0,1582.2733219245033
67,68.0,1582.2733219243244
68,69.0,1582.2733219242925
69,70.0,1582.2733219242973
70,71.0,1582.2733219242855
71,72.0,1582.2733219242855
72,73.0,1582.273321924289
73,74.0,1582.2733219242855
74,75.0,1582.2733219242855
75,76.0,1582.2733219242855
76,77.0,1525.3156402660654
77,78.0,1525.3156402660654
78,79.0,1413.5866655630123
79,80.0,1505.833598454019
80,81.0,1453.1160989196865
81,82.0,1433.3057026048607
82,83.0,1400.664028445551
83,84.0,1400.664028445551
84,85.0,1389.0752092730352
85,86.0,1470.757295387221
86,87.0,1421.2237611007604
87,88.0,1389.2054501495584
88,89.0,1478.445210454847
89,90.0,1482.6472048063602
90,91.0,1388.7864895977925
91,92.0,1388.8929551519225
92,93.0,1388.524499122154
93,94.0,1376.697872920256
94,95.0,1378.5963567856086
95,96.0,1373.4414170614916
96,97.0,1374.0711535638507
97,98.0,1370.277130087014
98,99.0,1369.685129422957
99,100.0,1361.0409630270813
100,101.0,1391.7945275891757
101,102.0,1409.0301763818147
102,103.0,1358.1679415771823
103,104.0,1373.554437239798
104,105.0,1357.8723788817485
105,106.0,1373.9722089504598
106,107.0,1357.796592032745
107,108.0,1370.2851807883078
108,109.0,1373.5257300032506
109,110.0,1357.767783378222
110,111.0,1356.681691140055
111,112.0,1372.085671180264
112,113.0,1356.6799966127114
113,114.0,1371.8842522792172
114,115.0,1356.6799966127114
115,116.0,1356.6799966127114
116,117.0,1419.7767012498261
117,118.0,1374.2305791032074
118,119.0,1371.3469603402575
119,120.0,1356.6799962629348
120,121.0,1371.3221490124336
121,122.0,1356.6799961103968
122,123.0,1356.679988877713
123,124.0,1356.678163098543
124,125.0,1371.3139794158224
125,126.0,1356.6781630819817
126,127.0,1356.6781629049033
127,128.0,1371.30605214088
128,129.0,1356.6781629007644
129,130.0,1356.6781628469025
130,131.0,1371.3020891682781
131,132.0,1356.6781628458696
132,133.0,1371.30074180493
133,134.0,1356.6781628458696
134,135.0,1356.6781628458696
135,136.0,1371.7317107221706
136,137.0,1371.2999370581022
137,138.0,1356.6781628456542
138,139.0,1356.678162845447
139,140.0,1371.299031725981
140,141.0,1356.6781628453987
141,142.0,1356.6781190798051
142,143.0,1371.298927070325
143,144.0,1356.6781190797994
144,145.0,1356.6781190797788
145,146.0,1371.2988254925572
146,147.0,1356.678119079808
147,148.0,1356.6781190797788
148,149.0,1356.6781190797788
149,150.0,1399.4261268790735
150,151.0,1378.4044601632254
151,152.0,1373.6078684155789
152,153.0,1372.0655041283999
153,154.0,1371.2992248812618
154,155.0,1356.6781190797792
155,156.0,1356.678119079808
156,157.0,1356.6781190797888
157,158.0,1356.6781190797788
158,159.0,1356.6781190798076
159,160.0,1356.6781190797788
160,161.0,1356.6781190797788
161,162.0,1356.678119079805
162,163.0,1356.6781190797788
163,164.0,1356.6781190797788
164,165.0,1356.6781190797788
165,166.0,1356.4950539390477
166,167.0,1369.9176766413952
167,168.0,1356.0774192455508
168,169.0,1347.121804800394
169,170.0,1341.046031190293
170,171.0,1334.0399167295222
171,172.0,1307.2592738189028
172,173.0,1307.2592738189028
173,174.0,1306.9608317009092
174,175.0,1306.6364999041366
175,176.0,1306.6364999041366
176,177.0,1306.5562468684782
177,178.0,1306.4762350354458
178,179.0,1309.1695580789947
179,180.0,1331.3924944687196
180,181.0,1306.3962688748697
181,182.0,1306.3197092970986
182,183.0,1304.5501563162497
183,184.0,1304.5307727533993
184,185.0,1304.511798486838
185,186.0,1303.5915926110235
186,187.0,1337.5246159612768
187,188.0,1303.589964017792
188,189.0,1303.588344542458
189,190.0,1303.2996627465814
190,191.0,1303.2996627465814
191,192.0,1332.452752032742
192,193.0,1303.2986909189856
193,194.0,1303.297723635943
194,195.0,1340.2061033532582
195,196.0,1303.2975321016877
196,197.0,1303.2973409222182
197,198.0,1340.4605880603835
198,199.0,1303.2972934149434
199,200.0,1303.2972459514472
200,201.0,1340.5319447376592
201,202.0,1303.2972341033294
202,203.0,1303.297222260777
203,204.0,1303.271491807588
204,205.0,1303.2714888479632
205,206.0,1303.271485889072
206,207.0,1303.258622911723
