,Episodes,Loss
0,1.0,7937.427617915467
1,2.0,8085.999234870006
2,3.0,5345.920757414722
3,4.0,5345.920757414722
4,5.0,5278.277527047788
5,6.0,2838.862171316395
6,7.0,2838.862171316395
7,8.0,2844.0422752478175
8,9.0,2802.8927069656393
9,10.0,2802.8927069656393
10,11.0,2859.993891104183
11,12.0,2800.621514478283
12,13.0,2800.621514478283
13,14.0,2843.118931375521
14,15.0,2818.7189545321157
15,16.0,2803.3707703436553
16,17.0,2797.8514792579053
17,18.0,2797.5981978889217
18,19.0,2797.3401253308066
19,20.0,2800.6952678134844
20,21.0,2791.7413284947665
21,22.0,2816.935667372775
22,23.0,2791.7581611795085
23,24.0,2791.7495109646356
24,25.0,2791.7638388608443
25,26.0,2791.7408233297165
26,27.0,2791.7621113173973
27,28.0,2791.7405707221246
28,29.0,2791.7617503829956
29,30.0,2791.7404653489707
30,31.0,2791.7615113584993
31,32.0,2791.7404204502873
32,33.0,2791.7388409156174
33,34.0,2791.7614511376605
34,35.0,2791.738838833957
35,36.0,2791.7613598895505
36,37.0,2791.738838833957
37,38.0,2790.2521333568347
38,39.0,2788.822386620929
39,40.0,2808.2500863036635
40,41.0,2771.013222264936
41,42.0,2788.768000168514
42,43.0,2771.932925750693
43,44.0,2771.013222264936
44,45.0,2780.767721704733
45,46.0,2778.9293873256847
46,47.0,2770.812846893781
47,48.0,2770.8544977164092
48,49.0,2770.8232168661325
49,50.0,2770.8082348733137
50,51.0,2770.807546513543
51,52.0,2770.4432920179447
52,53.0,2769.809393685991
53,54.0,2778.523696872279
54,55.0,2796.5382684206843
55,56.0,2769.740411077908
56,57.0,2769.7250607611763
57,58.0,2769.7837845860563
58,59.0,2769.6900000443907
59,60.0,2778.571426240395
60,61.0,2785.90360969671
61,62.0,2770.4572065221455
62,63.0,2769.703696861559
63,64.0,2769.712060708968
64,65.0,2769.7055095544874
65,66.0,2769.689909105968
66,67.0,2769.705358001209
67,68.0,2769.689870678619
68,69.0,2769.7052609720918
69,70.0,2769.6898542767676
70,71.0,2769.705200126452
71,72.0,2769.689847212088
72,73.0,2769.689313336415
73,74.0,2769.6891320242667
74,75.0,2779.9310768868454
75,76.0,2786.294834826416
76,77.0,2772.2120917025454
77,78.0,2769.3995905968704
78,79.0,2770.530531659024
79,80.0,2769.352068450638
80,81.0,2769.2689022346067
81,82.0,2770.1410565188226
82,83.0,2769.862137131509
83,84.0,2769.2689022346067
84,85.0,2780.3817129656227
85,86.0,2784.060580817914
86,87.0,2790.680551363387
87,88.0,2771.043791133163
88,89.0,2770.1258832622193
89,90.0,2769.861240622645
90,91.0,2769.2688874447635
91,92.0,2769.265757272055
92,93.0,2769.263057662452
93,94.0,2769.263057128994
94,95.0,2769.2621456296156
95,96.0,2780.627070846748
96,97.0,2786.5033307567364
97,98.0,2786.2210671332914
98,99.0,2796.078912468678
99,100.0,2772.901539569644
100,101.0,2770.413779308013
101,102.0,2769.906367443289
102,103.0,2769.8612927952763
103,104.0,2769.262145558582
104,105.0,2769.2618122637004
105,106.0,2769.8612097029786
106,107.0,2769.261812260105
107,108.0,2769.2618122455974
108,109.0,2769.861129116495
109,110.0,2769.261812244715
110,111.0,2769.86110172849
111,112.0,2769.2618122442946
112,113.0,2769.2618122439003
113,114.0,2769.8610751518822
114,115.0,2769.2618122439003
115,116.0,2781.6527566319
116,117.0,2784.3501531122492
117,118.0,2775.8846188637135
118,119.0,2771.0726137520037
119,120.0,2770.0030461129772
120,121.0,2769.8638276229062
121,122.0,2769.261810469421
122,123.0,2769.8630444997366
123,124.0,2769.261809696401
124,125.0,2769.861120274331
125,126.0,2769.2618096957463
126,127.0,2769.2618096945243
127,128.0,2769.8610862354126
128,129.0,2769.261809694337
129,130.0,2769.2618096942742
130,131.0,2769.8610692194425
131,132.0,2769.26180969424
132,133.0,2769.861063434519
133,134.0,2769.261809694211
134,135.0,2769.2618096942147
135,136.0,2769.2618096942147
136,137.0,2769.2618096942147
137,138.0,2856.3489059967783
138,139.0,2796.104937655864
139,140.0,2784.4074749473284
140,141.0,2776.1231908989103
141,142.0,2771.1210294526854
142,143.0,2769.9464463029376
143,144.0,2769.862697779149
144,145.0,2769.2618118870982
145,146.0,2769.8623351437673
146,147.0,2769.261811731625
147,148.0,2769.261805907208
148,149.0,2769.8616241896475
149,150.0,2769.2618058688995
150,151.0,2769.261804809235
151,152.0,2769.8613417610372
152,153.0,2769.2618047996793
153,154.0,2769.2618047379447
154,155.0,2769.861200810572
