,Episodes,Loss
0,1.0,3889.234282579141
1,2.0,3889.234282579141
2,3.0,3839.3178202120544
3,4.0,3791.787664191973
4,5.0,3665.8272638280478
5,6.0,3826.050676867242
6,7.0,3663.1352605650145
7,8.0,3795.2441802878025
8,9.0,3660.9300198048486
9,10.0,3709.966794923005
10,11.0,3660.9300198048486
11,12.0,3660.9300198048486
12,13.0,3660.9300198048486
13,14.0,3702.9888770938524
14,15.0,3660.8490959458168
15,16.0,3710.395223180782
16,17.0,3660.8196329678935
17,18.0,3710.9272563428576
18,19.0,3660.8070015755093
19,20.0,3711.2043713006283
20,21.0,3660.8015433549945
21,22.0,3711.330534954696
22,23.0,3660.7991795895714
23,24.0,3709.6330287552705
24,25.0,3660.7984401126996
25,26.0,3660.657591510219
26,27.0,3709.6843733369933
27,28.0,3660.6575147166677
28,29.0,3660.6393885454836
29,30.0,3709.7069941628197
30,31.0,3660.639373709928
31,32.0,3660.639373709928
32,33.0,3814.130520559215
33,34.0,3464.842252878147
34,35.0,2316.749621159727
35,36.0,2316.749621159727
36,37.0,2316.749621159727
37,38.0,2315.2614940083467
38,39.0,2313.7568743158054
39,40.0,2313.7568743158054
40,41.0,2313.473803642582
41,42.0,2313.473803642582
42,43.0,2313.459583873322
43,44.0,2310.196767084792
44,45.0,2308.5919621454814
45,46.0,2308.589929039121
46,47.0,2308.159678924767
47,48.0,2308.159678924767
48,49.0,2308.159263339532
49,50.0,2308.07497490792
50,51.0,2308.07497490792
51,52.0,2308.074877877251
52,53.0,2308.055981007469
53,54.0,2308.055981007469
54,55.0,2308.037113948593
55,56.0,2308.037113948593
56,57.0,2308.0358031058067
57,58.0,2307.7898100183916
58,59.0,2307.7898100183916
59,60.0,2307.7895286909657
60,61.0,2307.7895286909657
61,62.0,2307.7895283865487
62,63.0,2307.7894825594244
63,64.0,2307.7630132906224
64,65.0,2307.7630132906224
65,66.0,2307.7630132906224
66,67.0,2307.7628293032635
67,68.0,2307.7183497428196
68,69.0,2307.7183497428196
69,70.0,2307.7183068591335
70,71.0,2307.7079975673587
71,72.0,2307.7079975673587
72,73.0,2307.707987196855
73,74.0,2307.7056521635127
74,75.0,2307.7056521635127
75,76.0,2307.7056496100026
76,77.0,2307.705069810031
77,78.0,2307.705069810031
78,79.0,2307.705069176473
79,80.0,2307.7049832887506
80,81.0,2307.6668060958077
81,82.0,2307.6668060958077
82,83.0,2307.6668060270094
83,84.0,2307.6668060270094
84,85.0,2307.6668060270094
85,86.0,2307.6668060270094
86,87.0,2393.526140980889
87,88.0,2307.3221653240284
88,89.0,2372.0798652139015
89,90.0,2307.069306617492
90,91.0,2301.2764740055986
91,92.0,2264.8598666727808
92,93.0,2264.8598666727808
93,94.0,2254.2526898928377
94,95.0,2254.2526898928377
95,96.0,2249.804993500471
96,97.0,2249.804993500471
97,98.0,2249.3656761809075
98,99.0,2249.3656761809075
99,100.0,2249.3656761809075
100,101.0,2249.3656761809075
101,102.0,2249.564550926389
102,103.0,2249.027634669804
103,104.0,2249.2445202537233
104,105.0,2248.959693581093
105,106.0,2248.818273280571
106,107.0,2249.194364150111
107,108.0,2248.818273280571
108,109.0,2248.818273280571
109,110.0,2249.3321670014698
110,111.0,2249.2116395912158
111,112.0,2248.8163571996
112,113.0,2249.174152507255
113,114.0,2248.815495214983
114,115.0,2248.7877689409256
115,116.0,2248.7783439914433
