,Episodes,Loss
0,1.0,11778.283937189231
1,2.0,9248.864818125303
2,3.0,8537.909547117431
3,4.0,7002.116037389029
4,5.0,4565.800502030638
5,6.0,4248.187787456309
6,7.0,4262.316725123539
7,8.0,4216.303263542374
8,9.0,4203.981033385753
9,10.0,4175.047609528987
10,11.0,4143.223417708224
11,12.0,4057.275425384921
12,13.0,3530.3582038776035
13,14.0,3530.3582038776035
14,15.0,3529.849173172344
15,16.0,3453.1687414988146
16,17.0,3407.2278425084114
17,18.0,3382.028963949673
18,19.0,3203.5774913340706
19,20.0,3203.5774913340706
20,21.0,3203.5774913340706
21,22.0,3141.0746352956794
22,23.0,3141.0746352956794
23,24.0,3261.109700322911
24,25.0,3140.8605018292756
25,26.0,3261.62784989252
26,27.0,3140.77081409409
27,28.0,3209.8207532892297
28,29.0,3140.7034872355557
29,30.0,3145.942657593919
30,31.0,3140.4553058284523
31,32.0,3138.3222686292365
32,33.0,3146.337130935432
33,34.0,3138.3136815738826
34,35.0,3137.888297659332
35,36.0,3137.888297659332
36,37.0,3145.553112298352
37,38.0,3137.873746421978
38,39.0,3145.9007318398185
39,40.0,3137.8676922791615
40,41.0,3146.1291022930213
41,42.0,3137.8651311384783
42,43.0,3146.279380578893
43,44.0,3137.8640363788536
44,45.0,3137.707951252802
45,46.0,3146.313014665959
46,47.0,3137.707897239238
47,48.0,3146.3352038468684
48,49.0,3137.707873774738
49,50.0,3146.3498446600843
50,51.0,3137.707863571869
51,52.0,3137.692674548381
52,53.0,3137.692674548381
53,54.0,3145.696056340621
54,55.0,3137.687750110273
55,56.0,3145.9188419232787
56,57.0,3137.6856634194805
57,58.0,3146.06525353791
58,59.0,3137.6847705513946
59,60.0,3146.1616178592744
60,61.0,3137.684386120352
61,62.0,3146.2251034560663
62,63.0,3137.6842199337134
63,64.0,3146.2669543707916
64,65.0,3137.6841479041323
65,66.0,3146.294554506198
66,67.0,3137.6841166311247
67,68.0,3146.312761280582
68,69.0,3137.6841030380892
69,70.0,3146.3247737045535
70,71.0,3137.6840971254137
71,72.0,3146.332700144447
72,73.0,3146.332700144447
73,74.0,3146.332700144447
74,75.0,3245.5960406651748
75,76.0,3148.5636928496556
76,77.0,3202.1779407761023
77,78.0,3137.6752341101574
78,79.0,3135.8762532168735
79,80.0,3135.303597609211
80,81.0,3135.1102467002606
81,82.0,3263.992822750135
82,83.0,3193.6154559636675
83,84.0,3202.2787622166807
84,85.0,3135.1102403338396
85,86.0,3135.076804418042
86,87.0,3202.2904056689185
87,88.0,3135.0768040977537
88,89.0,3135.0693028189044
89,90.0,3135.0693028189044
90,91.0,3320.1765539998064
91,92.0,3196.5581430354714
92,93.0,3202.2480353345763
93,94.0,3135.0693007272557
94,95.0,3202.265051154566
95,96.0,3135.06929981635
96,97.0,3202.276282085099
97,98.0,3135.0692994196265
98,99.0,3202.283694712336
99,100.0,3135.0692992468303
100,101.0,3202.288587139116
101,102.0,3135.0692991715655
102,103.0,3202.2918161811917
103,104.0,3135.069299138786
104,105.0,3202.2939473665883
105,106.0,3135.0692991244964
106,107.0,3135.0692989023105
107,108.0,3202.296015694234
108,109.0,3135.069298898742
109,110.0,3135.069298898742
110,111.0,3147.6677393880886
111,112.0,3147.6677393880886
112,113.0,3200.910497995617
113,114.0,3202.29567385688
114,115.0,3135.0693028153514
115,116.0,3202.296495609193
116,117.0,3135.0693028137907
117,118.0,3135.069302806606
118,119.0,3135.068907356018
119,120.0,3202.296766785853
120,121.0,3135.068907355843
121,122.0,3135.0689073555614
122,123.0,3202.2970299869476
123,124.0,3135.068907355518
124,125.0,3135.068907355421
125,126.0,3135.068842106475
126,127.0,3135.068799042197
127,128.0,3123.4561759789885
128,129.0,3123.4561759789885
129,130.0,3123.4561759789885
130,131.0,3123.446838172441
131,132.0,3123.4375434101685
132,133.0,3189.2548301823417
133,134.0,3123.428187082006
134,135.0,3123.4189235543877
135,136.0,3185.2042089617617
136,137.0,3123.416502007418
137,138.0,3123.414092973662
138,139.0,3183.242700994731
139,140.0,3123.4134767901155
140,141.0,3123.4128622324815
141,142.0,3123.1789653020337
142,143.0,3123.1788126917972
143,144.0,3123.178660280869
144,145.0,3123.0617148259794
145,146.0,3123.0616768515983
146,147.0,3123.061638901894
147,148.0,3183.310032777137
148,149.0,3183.310032777137
149,150.0,3149.271522588495
150,151.0,3222.6096224302596
151,152.0,3180.4015093119156
152,153.0,3123.4501433729065
153,154.0,3122.4797636037574
154,155.0,3122.4790341869907
155,156.0,3122.3948195146795
156,157.0,3122.1944434132647
157,158.0,3180.7589971116286
158,159.0,3122.1944434132647
159,160.0,3145.961678325677
160,161.0,3173.6864466507477
161,162.0,3180.7157115939044
162,163.0,3122.194403794371
163,164.0,3122.1905136889945
164,165.0,3180.774866734735
165,166.0,3122.1905044349287
166,167.0,3122.1896027443363
167,168.0,3122.161531406136
168,169.0,3122.1430064848564
169,170.0,3122.1367084032304
170,171.0,3022.380340499457
171,172.0,3022.380340499457
172,173.0,3020.3704972810206
173,174.0,3020.3704972810206
174,175.0,3020.290943274055
175,176.0,3016.9292590309356
176,177.0,3012.57078799705
177,178.0,3012.57078799705
178,179.0,3022.501943070992
179,180.0,3012.307486932967
180,181.0,3025.1896152890877
